Date,Pos,Neg,Neu,neg_daily_prob,pos_daily_prob,neg_diff_prob,pos_diff_prob,polarity,polarity2,polarity_lag1,polarity_lag2,polarity_lag3,polarity2_lag1,polarity2_lag2,polarity2_lag3,polarity2_diff,polarity2diff_lag1,polarity2diff_lag2,Adj Close,Returns_pct,Returns_normal,Avg_past_3days,Avg_past_2days,pct_change_2days,pct_change_3days,movement,Previous_Close
2020-01-23,445,3104,6614,0.8746125669202592,0.12538743307974076,-0.007135505059175262,0.007135505059175207,0.7492251338405185,-0.7492251338405185,0.7634961439588689,,,-0.7634961439588689,,,0.014271010118350413,,,7507.7,-0.85,-0.008478717362881156,7611.33,7591.3,-0.5098085590024595,-1.0390255378100741,0,7571.9
2020-01-24,496,3215,6228,0.8663433036917273,0.1336566963082727,-0.008269263228531942,0.008269263228531942,0.7326866073834546,-0.7326866073834546,0.7492251338405185,0.7634961439588689,,-0.7492251338405185,-0.7634961439588689,,0.016538526457063885,0.014271010118350413,,7586.0,1.04,0.010429292592937942,7563.43,7539.8,-0.8478717362881156,-1.3533577726096155,1,7507.7
2020-01-25,442,2794,4960,0.8634116192830655,0.1365883807169345,-0.002931684408661761,0.002931684408661789,0.7268232385661311,-0.7268232385661311,0.7326866073834546,0.7492251338405185,0.7634961439588689,-0.7326866073834546,-0.7492251338405185,-0.7634961439588689,0.005863368817323522,0.016538526457063885,0.014271010118350413,7499.05,-1.15,-0.011461903506459243,7555.2,7546.85,1.0429292592937942,0.1862148205866475,0,7586.0
2020-01-26,452,2785,4698,0.8603645350633302,0.13963546493666976,-0.0030470842197353187,0.0030470842197352632,0.7207290701266605,-0.7207290701266605,0.7268232385661311,0.7326866073834546,0.7492251338405185,-0.7268232385661311,-0.7326866073834546,-0.7492251338405185,0.0060941684394705264,0.005863368817323522,0.016538526457063885,7455.58,-0.58,-0.005796734253005415,7530.92,7542.52,-1.1461903506459243,-0.11521504588621863,0,7499.05
2020-01-27,567,3271,5727,0.8522668056279312,0.14773319437206878,-0.008097729435398993,0.00809772943539902,0.7045336112558624,-0.7045336112558624,0.7207290701266605,0.7268232385661311,0.7326866073834546,-0.7207290701266605,-0.7268232385661311,-0.7326866073834546,0.016195458870798096,0.0060941684394705264,0.005863368817323522,7412.1,-0.58,-0.005831873576569437,7513.54,7477.32,-0.5796734253005414,-1.7192196150804122,0,7455.58
2020-01-28,582,3291,6494,0.8497288923315259,0.15027110766847404,-0.002537913296405292,0.002537913296405264,0.6994577846630519,-0.6994577846630519,0.7045336112558624,0.7207290701266605,0.7268232385661311,-0.7045336112558624,-0.7207290701266605,-0.7268232385661311,0.005075826592810584,0.016195458870798096,0.0060941684394705264,7480.7,0.93,0.00925513687079228,7455.58,7433.84,-0.5831873576569436,-1.1594802008254355,1,7412.1
2020-01-29,602,3065,5528,0.8358331060812654,0.16416689391873465,-0.013895786250260556,0.013895786250260611,0.6716662121625306,-0.6716662121625306,0.6994577846630519,0.7045336112558624,0.7207290701266605,-0.6994577846630519,-0.7045336112558624,-0.7207290701266605,0.027791572500521222,0.005075826592810584,0.016195458870798096,7483.6,0.04,0.00038766425601889474,7449.46,7446.4,0.9255136870792279,0.3369288506058535,1,7480.7
2020-01-30,724,3372,5704,0.8232421875,0.1767578125,-0.012590918581265376,0.012590918581265348,0.646484375,-0.646484375,0.6716662121625306,0.6994577846630519,0.7045336112558624,-0.6716662121625306,-0.6994577846630519,-0.7045336112558624,0.02518183716253064,0.027791572500521222,0.005075826592810584,7382.0,-1.36,-0.013576353626596873,7458.8,7482.15,0.038766425601889476,0.9646389012560543,0,7483.6
2020-01-31,674,3202,5210,0.826109391124871,0.173890608875129,0.0028672036248710286,-0.002867203624871001,0.6522187822497421,-0.6522187822497421,0.646484375,0.6716662121625306,0.6994577846630519,-0.646484375,-0.6716662121625306,-0.6994577846630519,-0.005734407249742057,0.02518183716253064,0.027791572500521222,7286.0,-1.3,-0.013004605797886752,7448.77,7432.8,-1.3576353626596873,-1.3193952437606082,0,7382.0
2020-02-01,582,2313,3978,0.7989637305699482,0.20103626943005182,-0.027145660554922846,0.027145660554922818,0.5979274611398964,-0.5979274611398964,0.6522187822497421,0.646484375,0.6716662121625306,-0.6522187822497421,-0.646484375,-0.6716662121625306,0.05429132110984569,-0.005734407249742057,0.02518183716253064,7306.15,0.28,0.002765577820477578,7383.87,7334.0,-1.3004605797886752,-2.6404404297397024,1,7286.0
2020-02-02,465,2358,4374,0.8352816153028693,0.1647183846971307,0.03631788473292108,-0.03631788473292111,0.6705632306057385,-0.6705632306057385,0.5979274611398964,0.6522187822497421,0.646484375,-0.5979274611398964,-0.6522187822497421,-0.646484375,-0.07263576946584216,0.05429132110984569,-0.005734407249742057,7316.22,0.14,0.0013782908919199057,7324.72,7296.08,0.2765577820477578,-1.0274993226767863,1,7306.15
2020-02-03,531,2416,4618,0.8198167628096369,0.18018323719036308,-0.015464852493232373,0.015464852493232373,0.6396335256192739,-0.6396335256192739,0.6705632306057385,0.5979274611398964,0.6522187822497421,-0.6705632306057385,-0.5979274611398964,-0.6522187822497421,0.030929704986464635,-0.07263576946584216,0.05429132110984569,7326.3,0.14,0.0013777606468914176,7302.79,7311.18,0.13782908919199058,0.4147680483118344,1,7316.22
2020-02-04,530,2449,4732,0.8220879489761665,0.1779120510238335,0.0022711861665296595,-0.0022711861665295763,0.644175897952333,-0.644175897952333,0.6396335256192739,0.6705632306057385,0.5979274611398964,-0.6396335256192739,-0.6705632306057385,-0.5979274611398964,-0.004542372333059097,0.030929704986464635,-0.07263576946584216,7439.8,1.55,0.01549213108936298,7316.22,7321.26,0.13777606468914178,0.27579504937621796,1,7326.3
2020-02-05,516,2282,5127,0.8155825589706933,0.18441744102930666,-0.006505390005473233,0.0065053900054731495,0.6311651179413867,-0.6311651179413867,0.644175897952333,0.6396335256192739,0.6705632306057385,-0.644175897952333,-0.6396335256192739,-0.6705632306057385,0.013010780010946243,-0.004542372333059097,0.030929704986464635,7482.5,0.57,0.005739401596817094,7360.77,7383.05,1.549213108936298,1.6891236184805802,1,7439.8
2020-02-06,700,3037,5180,0.8126839710998127,0.1873160289001873,-0.002898587870880598,0.0028985878708806534,0.6253679421996253,-0.6253679421996253,0.6311651179413867,0.644175897952333,0.6396335256192739,-0.6311651179413867,-0.644175897952333,-0.6396335256192739,0.005797175741761418,0.013010780010946243,-0.004542372333059097,7504.8,0.3,0.0029802873371199707,7416.2,7461.15,0.5739401596817094,2.1320448248092463,1,7482.5
2020-02-07,623,2891,4890,0.8227091633466136,0.17729083665338646,0.010025192246800874,-0.010025192246800846,0.6454183266932271,-0.6454183266932271,0.6253679421996253,0.6311651179413867,0.644175897952333,-0.6253679421996253,-0.6311651179413867,-0.644175897952333,-0.020050384493601747,0.005797175741761418,0.013010780010946243,7466.7,-0.51,-0.0050767508794372085,7475.7,7493.65,0.29802873371199706,0.8736793999838705,0,7504.8
2020-02-08,565,2675,4480,0.8256172839506173,0.1743827160493827,0.0029081206040036944,-0.00290812060400375,0.6512345679012346,-0.6512345679012346,0.6454183266932271,0.6253679421996253,0.6311651179413867,-0.6454183266932271,-0.6253679421996253,-0.6311651179413867,-0.0058162412080075,-0.020050384493601747,0.005797175741761418,7456.8,-0.13,-0.0013258869380046924,7484.67,7485.75,-0.5076750879437208,-0.2111593718676937,0,7466.7
2020-02-09,586,2496,4028,0.8098637248539909,0.1901362751460091,-0.015753559096626346,0.015753559096626374,0.6197274497079819,-0.6197274497079819,0.6512345679012346,0.6454183266932271,0.6253679421996253,-0.6512345679012346,-0.6454183266932271,-0.6253679421996253,0.03150711819325269,-0.0058162412080075,-0.020050384493601747,7451.85,-0.07,-0.0006638236240746457,7476.1,7461.75,-0.13258869380046925,-0.6395906619763352,0,7456.8
2020-02-10,572,2718,4777,0.8261398176291793,0.17386018237082068,0.016276092775188378,-0.016276092775188405,0.6522796352583586,-0.6522796352583586,0.6197274497079819,0.6512345679012346,0.6454183266932271,-0.6197274497079819,-0.6512345679012346,-0.6454183266932271,-0.032552185550376755,0.03150711819325269,-0.0058162412080075,7446.9,-0.07,-0.0006642645785946748,7458.45,7454.33,-0.06638236240746458,-0.19888304070070384,0,7451.85
2020-02-11,584,2563,4668,0.8144264378773435,0.1855735621226565,-0.01171337975183584,0.011713379751835812,0.628852875754687,-0.628852875754687,0.6522796352583586,0.6197274497079819,0.6512345679012346,-0.6522796352583586,-0.6197274497079819,-0.6512345679012346,0.02342675950367168,-0.032552185550376755,0.03150711819325269,7499.4,0.7,0.007049913386778391,7451.85,7449.38,-0.06642645785946748,-0.13276472481494134,1,7446.9
2020-02-12,575,2517,5190,0.8140362225097024,0.18596377749029755,-0.0003902153676410558,0.0003902153676410558,0.628072445019405,-0.628072445019405,0.628852875754687,0.6522796352583586,0.6197274497079819,-0.628852875754687,-0.6522796352583586,-0.6197274497079819,0.0007804307352820006,0.02342675950367168,-0.032552185550376755,7534.4,0.47,0.004667040029869057,7466.05,7473.15,0.7049913386778391,0.6380965800438719,1,7499.4
2020-02-13,561,2789,5421,0.8325373134328358,0.16746268656716418,0.018501090923133345,-0.018501090923133373,0.6650746268656716,-0.6650746268656716,0.628072445019405,0.628852875754687,0.6522796352583586,-0.628072445019405,-0.628852875754687,-0.6522796352583586,-0.03700218184626669,0.0007804307352820006,0.02342675950367168,7452.0,-1.09,-0.010936504565725159,7493.57,7516.9,0.4667040029869057,1.1749855644630653,0,7534.4
2020-02-14,669,2695,5351,0.8011296076099881,0.1988703923900119,-0.03140770582284769,0.031407705822847715,0.6022592152199763,-0.6022592152199763,0.6650746268656716,0.628072445019405,0.628852875754687,-0.6650746268656716,-0.628072445019405,-0.628852875754687,0.06281541164569537,-0.03700218184626669,0.0007804307352820006,7409.1,-0.58,-0.005756843800322012,7495.27,7493.2,-1.0936504565725158,-0.6320505640451188,0,7452.0
2020-02-15,563,2434,4926,0.8121454788121455,0.18785452118785453,0.011015871202157412,-0.011015871202157357,0.624290957624291,-0.624290957624291,0.6022592152199763,0.6650746268656716,0.628072445019405,-0.6022592152199763,-0.6650746268656716,-0.628072445019405,-0.022031742404314714,0.06281541164569537,-0.03700218184626669,7421.2,0.16,0.0016331268305191525,7465.17,7430.55,-0.5756843800322012,-1.6630388617540781,1,7409.1
2020-02-16,514,2320,4940,0.8186309103740297,0.18136908962597037,0.006485431561884192,-0.006485431561884164,0.6372618207480593,-0.6372618207480593,0.624290957624291,0.6022592152199763,0.6650746268656716,-0.624290957624291,-0.6022592152199763,-0.6650746268656716,-0.012970863123768273,-0.022031742404314714,0.06281541164569537,7427.25,0.08,0.0008152320379453703,7427.43,7415.15,0.16331268305191526,-0.4133118625872273,1,7421.2
2020-02-17,621,2617,5846,0.8082149474984558,0.19178505250154415,-0.010415962875573892,0.010415962875573781,0.6164298949969117,-0.6164298949969117,0.6372618207480593,0.624290957624291,0.6022592152199763,-0.6372618207480593,-0.624290957624291,-0.6022592152199763,0.020831925751147562,-0.012970863123768273,-0.022031742404314714,7433.3,0.08,0.0008145679760342229,7419.18,7424.22,0.08152320379453704,0.244969024577879,1,7427.25
2020-02-18,543,2797,5385,0.8374251497005988,0.1625748502994012,0.029210202202142987,-0.02921020220214296,0.6748502994011976,-0.6748502994011976,0.6164298949969117,0.6372618207480593,0.624290957624291,-0.6164298949969117,-0.6372618207480593,-0.624290957624291,-0.058420404404285864,0.020831925751147562,-0.012970863123768273,7382.0,-0.69,-0.0069013762393553574,7427.25,7430.28,0.0814567976034223,0.16304640758907407,0,7433.3
2020-02-19,571,2503,5056,0.8142485361093038,0.18575146389069616,-0.02317661359129497,0.02317661359129497,0.6284970722186076,-0.6284970722186076,0.6748502994011976,0.6164298949969117,0.6372618207480593,-0.6748502994011976,-0.6164298949969117,-0.6372618207480593,0.04635322718258994,-0.058420404404285864,0.020831925751147562,7457.0,1.02,0.010159848279599025,7414.18,7407.65,-0.6901376239355358,-0.6092429903396277,1,7382.0
2020-02-20,517,2558,5320,0.831869918699187,0.168130081300813,0.017621382589883217,-0.01762138258988316,0.6637398373983739,-0.6637398373983739,0.6284970722186076,0.6748502994011976,0.6164298949969117,-0.6284970722186076,-0.6748502994011976,-0.6164298949969117,-0.03524276517976632,0.04635322718258994,-0.058420404404285864,7436.6,-0.27,-0.0027356845916587953,7424.1,7419.5,1.0159848279599026,0.3188355104731387,0,7457.0
2020-02-21,489,2724,4878,0.8478057889822596,0.15219421101774042,0.01593587028307253,-0.015935870283072584,0.6956115779645191,-0.6956115779645191,0.6637398373983739,0.6284970722186076,0.6748502994011976,-0.6637398373983739,-0.6284970722186076,-0.6748502994011976,-0.03187174056614517,-0.03524276517976632,0.04635322718258994,7403.9,-0.44,-0.004397170750074056,7425.2,7446.8,-0.2735684591658795,0.739636954754814,0,7436.6
2020-02-22,453,2359,4024,0.8389046941678521,0.16109530583214793,-0.008901094814407484,0.008901094814407512,0.6778093883357041,-0.6778093883357041,0.6956115779645191,0.6637398373983739,0.6284970722186076,-0.6956115779645191,-0.6637398373983739,-0.6284970722186076,0.01780218962881497,-0.03187174056614517,-0.03524276517976632,7280.35,-1.67,-0.016687151366171785,7432.5,7420.25,-0.43971707500740564,-0.712082606946498,0,7403.9
2020-02-23,440,2384,3762,0.8441926345609065,0.1558073654390935,0.005287940393054469,-0.005287940393054441,0.6883852691218131,-0.6883852691218131,0.6778093883357041,0.6956115779645191,0.6637398373983739,-0.6778093883357041,-0.6956115779645191,-0.6637398373983739,-0.010575880786108938,0.01780218962881497,-0.03187174056614517,7218.58,-0.85,-0.008484482202091992,7373.62,7342.12,-1.6687151366171784,-2.101094586235645,0,7280.35
2020-02-24,526,2874,3886,0.8452941176470589,0.15470588235294117,0.0011014830861523217,-0.0011014830861523217,0.6905882352941176,-0.6905882352941176,0.6883852691218131,0.6778093883357041,0.6956115779645191,-0.6883852691218131,-0.6778093883357041,-0.6956115779645191,-0.0022029661723045324,-0.010575880786108938,0.01780218962881497,7156.8,-0.86,-0.008558469948383165,7300.94,7249.46,-0.8484482202091992,-2.5030051729493876,0,7218.58
2020-02-25,608,2860,3802,0.8246828143021915,0.17531718569780855,-0.020611303344867382,0.020611303344867382,0.649365628604383,-0.649365628604383,0.6905882352941176,0.6883852691218131,0.6778093883357041,-0.6905882352941176,-0.6883852691218131,-0.6778093883357041,0.04122260668973465,-0.0022029661723045324,-0.010575880786108938,7017.9,-1.94,-0.01940811535881966,7218.58,7187.69,-0.8558469948383165,-1.697033796452096,0,7156.8
2020-02-26,505,2556,3387,0.8350212348905587,0.16497876510944137,0.010338420588367203,-0.010338420588367175,0.6700424697811173,-0.6700424697811173,0.649365628604383,0.6905882352941176,0.6883852691218131,-0.649365628604383,-0.6905882352941176,-0.6883852691218131,-0.020676841176734295,0.04122260668973465,-0.0022029661723045324,7042.5,0.35,0.003505322104903228,7131.09,7087.35,-1.9408115358819662,-2.7800481535149615,1,7017.9
2020-02-27,727,3080,4238,0.8090359863409509,0.1909640136590491,-0.02598524854960782,0.025985248549607737,0.6180719726819017,-0.6180719726819017,0.6700424697811173,0.649365628604383,0.6905882352941176,-0.6700424697811173,-0.649365628604383,-0.6905882352941176,0.05197049709921553,-0.020676841176734295,0.04122260668973465,6796.4,-3.49,-0.03494497692580765,7072.4,7030.2,0.3505322104903228,-1.5970824949698215,0,7042.5
2020-02-28,824,3234,4355,0.7969443075406605,0.20305569245933958,-0.012091678800290384,0.012091678800290467,0.5938886150813208,-0.5938886150813208,0.6180719726819017,0.6700424697811173,0.649365628604383,-0.6180719726819017,-0.6700424697811173,-0.649365628604383,0.02418335760058088,0.05197049709921553,-0.020676841176734295,6580.6,-3.18,-0.03175210405508788,6952.27,6919.45,-3.4944976925807647,-3.156214822097779,0,6796.4
2020-02-29,633,3226,4152,0.8359678673231407,0.1640321326768593,0.03902355978248018,-0.03902355978248029,0.6719357346462814,-0.6719357346462814,0.5938886150813208,0.6180719726819017,0.6700424697811173,-0.5938886150813208,-0.6180719726819017,-0.6700424697811173,-0.07804711956496058,0.02418335760058088,0.05197049709921553,6617.75,0.56,0.005645381880071671,6806.5,6688.5,-3.175210405508788,-6.558750443734464,1,6580.6
2020-03-01,676,3014,4150,0.8168021680216803,0.1831978319783198,-0.019165699301460393,0.019165699301460504,0.6336043360433604,-0.6336043360433604,0.6719357346462814,0.5938886150813208,0.6180719726819017,-0.6719357346462814,-0.5938886150813208,-0.6180719726819017,0.03833139860292101,-0.07804711956496058,0.02418335760058088,6636.32,0.28,0.002806089683049331,6664.92,6599.18,0.564538188007167,-2.6285974927902958,1,6617.75
2020-03-02,619,2581,4098,0.8065625,0.1934375,-0.010239668021680304,0.01023966802168022,0.613125,-0.613125,0.6336043360433604,0.6719357346462814,0.5938886150813208,-0.6336043360433604,-0.6719357346462814,-0.5938886150813208,0.020479336043360385,0.03833139860292101,-0.07804711956496058,6654.9,0.28,0.002799744436675737,6611.56,6627.04,0.2806089683049331,0.8467313010971543,1,6636.32
2020-03-03,685,2769,4495,0.801679212507238,0.19832078749276202,-0.004883287492762012,0.004883287492762012,0.603358425014476,-0.603358425014476,0.613125,0.6336043360433604,0.6719357346462814,-0.613125,-0.6336043360433604,-0.6719357346462814,0.009766574985524024,0.020479336043360385,0.03833139860292101,6718.2,0.95,0.009511788306360755,6636.32,6645.61,0.27997444366757374,0.5613690453703998,1,6654.9
2020-03-04,724,2626,4604,0.7838805970149254,0.21611940298507462,-0.01779861549231254,0.017798615492312597,0.5677611940298507,-0.5677611940298507,0.603358425014476,0.613125,0.6336043360433604,-0.603358425014476,-0.613125,-0.6336043360433604,0.035597230984625305,0.009766574985524024,0.020479336043360385,6815.6,1.45,0.014497930993420938,6669.81,6686.55,0.9511788306360754,1.2338163319430062,1,6718.2
2020-03-05,717,2941,4895,0.8039912520503008,0.1960087479496993,0.020110655035375347,-0.02011065503537532,0.6079825041006014,-0.6079825041006014,0.5677611940298507,0.603358425014476,0.613125,-0.5677611940298507,-0.603358425014476,-0.613125,-0.04022131007075069,0.035597230984625305,0.009766574985524024,6705.4,-1.62,-0.016168789248195422,6729.57,6766.9,1.4497930993420938,2.414762055027134,0,6815.6
2020-03-06,803,3215,5158,0.8001493280238925,0.1998506719761075,-0.003841924026408261,0.0038419240264082055,0.600298656047785,-0.600298656047785,0.6079825041006014,0.5677611940298507,0.603358425014476,-0.6079825041006014,-0.5677611940298507,-0.603358425014476,0.007683848052816411,-0.04022131007075069,0.035597230984625305,6462.6,-3.62,-0.03620962209562432,6746.4,6760.5,-1.616878924819542,-0.19052722455419877,0,6705.4
2020-03-07,768,3179,5053,0.8054218393716747,0.1945781606283253,0.005272511347782172,-0.005272511347782199,0.6108436787433493,-0.6108436787433493,0.600298656047785,0.6079825041006014,0.5677611940298507,-0.600298656047785,-0.6079825041006014,-0.5677611940298507,-0.010545022695564343,0.007683848052816411,-0.04022131007075069,6214.2,-3.84,-0.038436542568006764,6661.2,6584.0,-3.620962209562432,-5.179294559539879,0,6462.6
2020-03-08,743,2798,4812,0.7901722677209828,0.20982773227901722,-0.015249571650691851,0.015249571650691907,0.5803445354419655,-0.5803445354419655,0.6108436787433493,0.600298656047785,0.6079825041006014,-0.6108436787433493,-0.600298656047785,-0.6079825041006014,0.030499143301383813,-0.010545022695564343,0.007683848052816411,6090.0,-2.0,-0.01998648257217338,6460.73,6338.4,-3.843654256800676,-7.325439198258119,0,6214.2
2020-03-09,828,3243,5466,0.7966101694915254,0.2033898305084746,0.006437901770542598,-0.006437901770542626,0.5932203389830508,-0.5932203389830508,0.5803445354419655,0.6108436787433493,0.600298656047785,-0.5803445354419655,-0.6108436787433493,-0.600298656047785,-0.012875803541085307,0.030499143301383813,-0.010545022695564343,5965.8,-2.04,-0.02039408866995071,6255.6,6152.1,-1.998648257217338,-5.765481385201008,0,6090.0
2020-03-10,839,2861,5300,0.7732432432432432,0.22675675675675674,-0.023366926248282183,0.023366926248282155,0.5464864864864865,-0.5464864864864865,0.5932203389830508,0.5803445354419655,0.6108436787433493,-0.5932203389830508,-0.5803445354419655,-0.6108436787433493,0.046733852496564365,-0.012875803541085307,0.030499143301383813,5960.2,-0.09,-0.000938683831171069,6090.0,6027.9,-2.039408866995071,-3.997296514434676,0,5965.8
2020-03-11,774,2763,5155,0.7811704834605598,0.21882951653944022,0.007927240217316611,-0.007927240217316528,0.5623409669211196,-0.5623409669211196,0.5464864864864865,0.5932203389830508,0.5803445354419655,-0.5464864864864865,-0.5932203389830508,-0.5803445354419655,-0.01585448043463311,0.046733852496564365,-0.012875803541085307,5876.5,-1.4,-0.014043152914331704,6005.33,5963.0,-0.0938683831171069,-2.1313628899835826,0,5960.2
2020-03-12,836,2803,4726,0.7702665567463589,0.22973344325364112,-0.010903926714200929,0.010903926714200901,0.5405331134927178,-0.5405331134927178,0.5623409669211196,0.5464864864864865,0.5932203389830508,-0.5623409669211196,-0.5464864864864865,-0.5932203389830508,0.021807853428401747,-0.01585448043463311,0.046733852496564365,5237.5,-10.87,-0.10873819450353102,5934.17,5918.35,-1.4043152914331705,-1.4968654664923426,0,5876.5
2020-03-13,900,2718,4724,0.7512437810945274,0.24875621890547264,-0.019022775651831525,0.019022775651831525,0.5024875621890548,-0.5024875621890548,0.5405331134927178,0.5623409669211196,0.5464864864864865,-0.5405331134927178,-0.5623409669211196,-0.5464864864864865,0.03804555130366305,0.021807853428401747,-0.01585448043463311,5366.1,2.46,0.024553699284009616,5691.4,5557.0,-10.873819450353102,-12.125432032482129,1,5237.5
2020-03-14,892,2251,4327,0.7161947184218899,0.2838052815781101,-0.03504906267263752,0.03504906267263744,0.43238943684377984,-0.43238943684377984,0.5024875621890548,0.5405331134927178,0.5623409669211196,-0.5024875621890548,-0.5405331134927178,-0.5623409669211196,0.07009812534527493,0.03804555130366305,0.021807853428401747,5258.6,-2.0,-0.02003317120441289,5493.37,5301.8,2.4553699284009616,-8.685442014804725,0,5366.1
2020-03-15,1027,2449,4393,0.7045454545454546,0.29545454545454547,-0.011649263876435278,0.01164926387643539,0.4090909090909091,-0.4090909090909091,0.43238943684377984,0.5024875621890548,0.5405331134927178,-0.43238943684377984,-0.5024875621890548,-0.5405331134927178,0.023298527752870724,0.07009812534527493,0.03804555130366305,5204.85,-1.02,-0.010221351690564028,5287.4,5312.35,-2.003317120441289,0.4028639618138494,0,5258.6
